NmZ,N,Z,A,El,Mass_Excess,Binding_Energy,Beta_decay_Energy,AMU
49,123,74,197,W,-14870.0,7853.0,5480.0,984036.0
47,122,75,197,Re,-20350.0,7877.0,4729.0,978153.0
45,121,76,197,Os,-25080.0,7897.0,3185.0,973076.0
43,120,77,197,Ir,-28264.123,7909.0003,2155.65185546875,969657.217
41,119,78,197,Pt,-30419.775,7915.9714,719.9769287109375,967343.03
39,118,79,197,Au,-31139.751,7915.6548,-599.5206298828125,966570.103
37,117,80,197,Hg,-30540.231,7908.6402,-2186.00927734375,967213.715
35,116,81,197,Tl,-28354.222,7893.5725,-3608.836669921875,969560.492
33,115,82,197,Pb,-24745.385,7871.2822,-5058.189453125,973434.737
31,114,83,197,Bi,-19687.196,7841.6348,-6294.1171875,978864.927
29,113,84,197,Po,-13393.078,7805.7136,-7037.82373046875,985621.939
27,112,85,197,At,-6355.255,7766.0174,-7865.623046875,993177.353
25,111,86,197,Rn,1510.368,7722.119,-8743.599609375,1621.446
23,110,87,197,Fr,10253.968,7673.764,0.0,11008.086
48,123,75,198,Re,-16990.0,7861.0,6610.0,981760.0
46,122,76,198,Os,-23600.0,7890.0,2110.0,974664.0
44,121,77,198,Ir,-25710.0,7897.0,4194.0,972399.0
42,120,78,198,Pt,-29904.018,7914.1512,-323.22509765625,967896.718
40,119,79,198,Au,-29580.793,7908.5675,1373.5225830078125,968243.714
38,118,80,198,Hg,-30954.315,7911.5532,-3425.5625,966769.177
36,117,81,198,Tl,-27528.753,7890.3011,-1461.310302734375,970446.669
34,116,82,198,Pb,-26067.443,7878.9695,-6693.591796875,972015.45
32,115,83,198,Bi,-19373.851,7841.2123,-3900.57275390625,979201.316
30,114,84,198,Po,-15473.278,7817.5611,-8764.53125,983388.753
28,113,85,198,At,-6708.747,7769.3446,-5478.42724609375,992797.864
26,112,86,198,Rn,-1230.32,7737.7245,-10808.017578125,998679.197
24,111,87,198,Fr,9577.698,7679.1873,0.0,10282.081
49,124,75,199,Re,-14730.0,7850.0,5541.0,984187.0
47,123,76,199,Os,-20270.0,7874.0,4128.0,978239.0
45,122,77,199,Ir,-24398.534,7891.2066,2990.16552734375,973807.097
43,121,78,199,Pt,-27388.7,7902.3011,1705.052490234375,970597.022
41,120,79,199,Au,-29093.752,7906.9379,452.314208984375,968766.573
39,119,80,199,Hg,-29546.066,7905.2794,-1486.6695556640625,968280.994
37,118,81,199,Tl,-28059.397,7893.8773,-2827.662353515625,969877.0
35,117,82,199,Pb,-25231.734,7875.7366,-4434.1181640625,972912.62
33,116,83,199,Bi,-20797.616,7849.5232,-5558.78759765625,977672.841
31,115,84,199,Po,-15238.829,7817.6582,-6415.45166015625,983640.445
29,114,85,199,At,-8823.377,7781.4883,-7263.53076171875,990527.715
27,113,86,199,Rn,-1559.846,7741.0568,-8331.2353515625,998325.436
25,112,87,199,Fr,6771.388,7695.2599,0.0,7269.384
48,124,76,200,Os,-18550.0,7867.0,3020.0,980086.0
46,123,77,200,Ir,-21570.0,7878.0,5030.0,976844.0
44,122,78,200,Pt,-26599.178,7899.1986,640.915771484375,971444.609
42,121,79,200,Au,-27240.094,7898.4915,2263.173583984375,970756.558
40,120,80,200,Hg,-29503.267,7905.8956,-2456.040283203125,968326.941
38,119,81,200,Tl,-27047.227,7889.7037,-796.3695068359375,970963.608
36,118,82,200,Pb,-26250.858,7881.8101,-5880.2841796875,971818.546
34,117,83,200,Bi,-20370.574,7848.4969,-3428.89013671875,978131.29
32,116,84,200,Po,-16941.683,7827.4407,-7953.78955078125,981812.355
30,115,85,200,At,-8987.894,7783.7601,-4987.439453125,990351.099
28,114,86,200,Rn,-4000.454,7754.9111,-10134.0322265625,995705.335
26,113,87,200,Fr,6133.578,7700.3292,0.0,6584.666
49,125,76,201,Os,-14840.0,7849.0,5000.0,984069.0
47,124,77,201,Ir,-19840.0,7870.0,3901.0,978701.0
45,123,78,201,Pt,-23740.705,7885.8337,2660.0,974513.305
43,122,79,201,Au,-26400.705,7895.1752,1261.82373046875,971657.678
41,121,80,201,Hg,-27662.529,7897.5607,-481.75079345703125,970303.054
39,120,81,201,Tl,-27180.778,7891.2717,-1909.745849609375,970820.235
37,119,82,201,Pb,-25271.033,7877.8782,-3842.02685546875,972870.431
35,118,83,201,Bi,-21429.006,7854.8713,-4907.83984375,976995.017
33,117,84,201,Po,-16521.166,7826.5619,-5731.724609375,982263.799
31,116,85,201,At,-10789.441,7794.1536,-6682.02880859375,988417.058
29,115,86,201,Rn,-4107.413,7757.0174,-7695.98583984375,995590.511
27,114,87,201,Fr,3588.573,7714.8367,-8348.244140625,3852.491
25,113,88,201,Ra,11936.817,7669.4108,0.0,12814.699
50,126,76,202,Os,-12530.0,7839.0,4110.0,986548.0
48,125,77,202,Ir,-16640.0,7855.0,6052.0,982136.0
46,124,78,202,Pt,-22692.128,7881.5609,1660.85400390625,975639.0
44,123,79,202,Au,-24352.982,7885.91,2992.327880859375,973856.0
42,122,80,202,Hg,-27345.31,7896.8505,-1364.890625,970643.604
40,121,81,202,Tl,-25980.419,7886.2206,-39.81100082397461,972108.874
38,120,82,202,Pb,-25940.608,7882.1505,-5189.75390625,972151.613
36,119,83,202,Bi,-20750.854,7852.5857,-2809.284912109375,977723.042
34,118,84,202,Po,-17941.569,7834.8053,-7346.462890625,980738.934
32,117,85,202,At,-10595.106,7794.5637,-4320.5458984375,988625.686
30,116,86,202,Rn,-6274.561,7769.3018,-9376.0986328125,993263.982
28,115,87,202,Fr,3101.538,7719.0125,-5973.36181640625,3329.637
26,114,88,202,Ra,9074.9,7685.5684,0.0,9742.305
51,127,76,203,Os,-7270.0,7814.0,7100.0,992195.0
49,126,77,203,Ir,-14370.0,7845.0,5140.0,984573.0
47,125,78,203,Pt,-19510.0,7867.0,3633.0,979055.0
45,124,79,203,Au,-23143.444,7880.865,2125.75927734375,975154.492
43,123,80,203,Hg,-25269.203,7887.4828,492.106201171875,972872.396
41,122,81,203,Tl,-25761.309,7886.053,-974.8264770507812,972344.098
39,121,82,203,Pb,-24786.483,7877.397,-3261.589599609375,973390.617
37,120,83,203,Bi,-21524.893,7857.4762,-4214.07421875,976892.077
35,119,84,203,Po,-17310.819,7832.8632,-5148.21142578125,981416.072
33,118,85,203,At,-12162.607,7803.6487,-5978.5625,986942.904
31,117,86,203,Rn,-6184.045,7770.3437,-7060.45703125,993361.155
29,116,87,203,Fr,876.412,7731.7092,-7724.91796875,940.867
27,115,88,203,Ra,8601.331,7689.8015,0.0,9233.907
50,127,77,204,Ir,-9570.0,7823.0,8050.0,989726.0
48,126,78,204,Pt,-17620.0,7859.0,2770.0,981084.0
46,125,79,204,Au,-20390.0,7868.0,4300.0,978110.0
44,124,80,204,Hg,-24690.148,7885.5455,-344.0780944824219,973494.037
42,123,81,204,Tl,-24346.07,7880.0238,763.7453002929688,973863.42
40,122,82,204,Pb,-25109.815,7879.9326,-4463.88818359375,973043.506
38,121,83,204,Bi,-20645.927,7854.2157,-2304.88134765625,977835.687
36,120,84,204,Po,-18341.045,7839.0823,-6465.7939453125,980310.078
34,119,85,204,At,-11875.252,7803.5522,-3905.135986328125,987251.393
32,118,86,204,Rn,-7970.115,7780.5743,-8577.423828125,991443.729
30,117,87,204,Fr,607.308,7734.6931,-5453.7890625,651.972
28,116,88,204,Ra,6061.097,7704.1238,0.0,6506.855
51,128,77,205,Ir,-5600.0,7805.0,7220.0,993988.0
49,127,78,205,Pt,-12820.0,7836.0,5750.0,986237.0
47,126,79,205,Au,-18570.0,7860.0,3717.0,980064.0
45,125,80,205,Hg,-22287.719,7874.7325,1533.0836181640625,976073.151
43,124,81,205,Tl,-23820.802,7878.3946,-50.640201568603516,974427.318
41,123,82,205,Pb,-23770.162,7874.3313,-2704.5927734375,974481.682
39,122,83,205,Bi,-21065.569,7857.3218,-3544.1708984375,977385.182
37,121,84,205,Po,-17521.398,7836.2168,-4536.87939453125,981190.006
35,120,85,205,At,-12984.519,7810.2694,-5274.7548828125,986060.546
33,119,86,205,Rn,-7709.764,7780.7226,-6399.94775390625,991723.228
31,118,87,205,Fr,-1309.816,7745.687,-7113.66943359375,998593.854
29,117,88,205,Ra,5803.853,7707.1698,-8302.8359375,6230.692
27,116,89,205,Ac,14106.689,7662.8519,0.0,15144.152
50,128,78,206,Pt,-9240.0,7820.0,4950.0,990080.0
48,127,79,206,Au,-14190.0,7840.0,6755.0,984766.0
46,126,80,206,Hg,-20945.728,7869.1723,1307.56591796875,977513.837
44,125,81,206,Tl,-22253.293,7871.7219,1532.2127685546875,976110.108
42,124,82,206,Pb,-23785.506,7875.362,-3757.3056640625,974465.21
40,123,83,206,Bi,-20028.201,7853.3249,-1839.5323486328125,978498.843
38,122,84,206,Po,-18188.668,7840.5973,-5749.2802734375,980473.662
36,121,85,206,At,-12439.388,7808.8904,-3306.4697265625,986645.768
34,120,86,206,Rn,-9132.918,7789.0417,-7886.05908203125,990195.409
32,119,87,206,Fr,-1246.859,7746.9621,-4812.47216796875,998661.441
30,118,88,206,Ra,3565.613,7719.8028,-9919.140625,3827.842
28,117,89,206,Ac,13484.754,7667.8538,0.0,14476.477
51,129,78,207,Pt,-4140.0,7797.0,6501.0,995556.0
49,128,79,207,Au,-10640.0,7824.0,5847.0,988577.0
47,127,80,207,Hg,-16487.446,7848.6112,4546.99072265625,982300.0
45,126,81,207,Tl,-21034.436,7866.7979,1417.5323486328125,977418.605
43,125,82,207,Pb,-22451.968,7869.8664,-2397.4140625,975896.821
41,124,83,207,Bi,-20054.554,7854.5053,-2908.85400390625,978470.551
39,123,84,207,Po,-17145.7,7836.6734,-3918.218505859375,981593.334
37,122,85,207,At,-13227.482,7813.9653,-4592.740234375,985799.715
35,121,86,207,Rn,-8634.742,7787.9987,-5785.72119140625,990730.224
33,120,87,207,Fr,-2849.021,7756.2689,-6363.00830078125,996941.45
31,119,88,207,Ra,3513.988,7721.7503,-7632.240234375,3772.42
29,118,89,207,Ac,11146.228,7681.1001,0.0,11965.967
52,130,78,208,Pt,-500.0,7780.0,5410.0,999463.0
50,129,79,208,Au,-5910.0,7803.0,7355.0,993655.0
48,128,80,208,Hg,-13265.408,7834.1914,3484.713134765625,985759.0
46,127,81,208,Tl,-16750.121,7847.1835,4998.3984375,982018.006
44,126,82,208,Pb,-21748.519,7867.453,-2878.367919921875,976652.005
42,125,83,208,Bi,-18870.151,7849.8534,-1400.94384765625,979742.06
40,124,84,208,Po,-17469.207,7839.3568,-4999.30615234375,981246.035
38,123,85,208,At,-12469.901,7811.5604,-2814.51171875,986613.011
36,122,86,208,Rn,-9655.389,7794.2678,-6990.46142578125,989634.513
34,121,87,208,Fr,-2664.928,7756.8985,-4392.861328125,997139.082
32,120,88,208,Ra,1727.934,7732.0177,-9032.9208984375,1855.012
30,119,89,208,Ac,10760.854,7684.8289,-5927.18701171875,11552.251
28,118,90,208,Th,16688.041,7652.5716,0.0,17915.348
51,130,79,209,Au,-2230.0,7786.0,6380.0,997606.0
49,129,80,209,Hg,-8610.0,7813.0,5035.0,990757.0
47,128,81,209,Tl,-13644.793,7833.3979,3969.781005859375,985351.713
45,127,82,209,Pb,-17614.574,7848.6488,644.0151977539062,981089.978
43,126,83,209,Bi,-18258.589,7847.9869,-1892.5740966796875,980398.599
41,125,84,209,Po,-16366.015,7835.1882,-3482.24169921875,982430.361
39,124,85,209,At,-12883.773,7814.7835,-3942.7236328125,986168.701
37,123,86,209,Rn,-8941.049,7792.1755,-5158.9052734375,990401.389
35,122,87,209,Fr,-3782.144,7763.7485,-5640.38427734375,995939.701
33,121,88,209,Ra,1858.24,7733.0177,-6986.646484375,1994.902
31,120,89,209,Ac,8844.887,7695.8455,-7550.0,9495.375
29,119,90,209,Th,16395.0,7656.0,0.0,17601.0
52,131,79,210,Au,2680.0,7764.0,7980.0,2877.0
50,130,80,210,Hg,-5300.0,7799.0,3947.0,994310.0
48,129,81,210,Tl,-9246.996,7813.589,5481.43359375,990072.942
46,128,82,210,Pb,-14728.429,7835.9656,63.475799560546875,984188.381
44,127,83,210,Bi,-14791.905,7832.5424,1161.1549072265625,984120.237
42,126,84,210,Po,-15953.06,7834.3462,-3980.96044921875,982873.686
40,125,85,210,At,-11972.099,7811.6638,-2367.335205078125,987147.423
38,124,86,210,Rn,-9604.764,7796.6653,-6261.255859375,989688.862
36,123,87,210,Fr,-3343.508,7763.1243,-3786.3466796875,996410.596
34,122,88,210,Ra,442.839,7741.3687,-8321.240234375,475.406
32,121,89,210,Ac,8764.079,7698.0182,-5295.44189453125,9408.625
30,120,90,210,Th,14059.521,7669.0764,0.0,15093.515
51,131,80,211,Hg,-390.0,7777.0,5688.0,999581.0
49,130,81,211,Tl,-6077.999,7799.7915,4415.0126953125,993475.0
47,129,82,211,Pb,-10493.012,7817.0079,1366.1041259765625,988735.288
45,128,83,211,Bi,-11859.116,7819.7745,573.3762817382812,987268.715
43,127,84,211,Po,-12432.492,7818.7842,-785.3012084960938,986653.171
41,126,85,211,At,-11647.191,7811.3545,-2891.861572265625,987496.226
39,125,86,211,Rn,-8755.33,7793.9412,-4615.01513671875,990600.767
37,124,87,211,Fr,-4140.314,7768.3613,-4972.1845703125,995555.189
35,123,88,211,Ra,831.87,7741.0887,-6311.615234375,893.049
33,122,89,211,Ac,7143.485,7707.468,-6732.9111328125,7668.846
31,121,90,211,Th,13876.396,7671.8506,-8175.82958984375,14896.923
29,120,91,211,Pa,22052.226,7629.3948,0.0,23674.036
52,132,80,212,Hg,3020.0,7762.0,4571.0,3242.0
50,131,81,212,Tl,-1551.0,7780.0,5998.0,998335.0
48,130,82,212,Pb,-7548.929,7804.3203,569.0133056640625,991895.891
46,129,83,212,Bi,-8117.943,7803.314,2251.465576171875,991285.03
44,128,84,212,Po,-10369.408,7810.2438,-1741.2596435546875,988867.982
42,127,85,212,At,-8628.149,7798.34,31.070499420166016,990737.301
40,126,86,212,Rn,-8659.219,7794.7963,-5143.22119140625,990703.946
38,125,87,212,Fr,-3515.998,7766.8455,-3317.235595703125,996225.42
36,124,88,212,Ra,-198.763,7747.5078,-7498.36279296875,999786.619
34,123,89,212,Ac,7299.6,7708.4479,-4811.28662109375,7836.442
32,122,90,212,Th,12110.886,7682.0628,-9485.63671875,13001.57
30,121,91,212,Pa,21596.523,7633.6289,0.0,23184.819
53,133,80,213,Hg,8200.0,7739.0,6416.0,8803.0
51,132,81,213,Tl,1783.811,7765.4311,4987.40869140625,1915.0
49,131,82,213,Pb,-3203.598,7785.1732,2028.072998046875,996560.796
47,130,83,213,Bi,-5231.671,7791.0217,1421.84814453125,994383.57
45,129,84,213,Po,-6653.519,7794.024,-73.99720001220703,992857.154
43,128,85,213,At,-6579.522,7790.0036,-883.5726928710938,992936.593
41,127,86,213,Rn,-5695.949,7782.1824,-2141.749267578125,993885.147
39,126,87,213,Fr,-3554.199,7768.4543,-3899.7568359375,996184.41
37,125,88,213,Ra,345.557,7746.4726,-5795.47216796875,370.971
35,124,89,213,Ac,6141.029,7715.5908,-5979.078125,6592.665
33,123,90,213,Th,12120.108,7683.847,-7534.08642578125,13011.47
31,122,91,213,Pa,19654.194,7644.8027,0.0,21099.644
54,134,80,214,Hg,11770.0,7724.0,5306.0,12636.0
52,133,81,214,Tl,6465.0,7745.0,6648.0,6940.0
50,132,82,214,Pb,-183.019,7772.3955,1017.7611083984375,999803.521
48,131,83,214,Bi,-1200.78,7773.4955,3269.1923828125,998710.909
46,130,84,214,Po,-4469.972,7785.1163,-1090.82080078125,995201.287
44,129,85,214,At,-3379.151,7776.3632,940.5125122070312,996372.331
42,128,86,214,Rn,-4319.664,7777.1023,-3361.3369140625,995362.65
40,127,87,214,Fr,-958.327,7757.7393,-1051.0675048828125,998971.193
38,126,88,214,Ra,92.74,7749.1719,-6340.53125,99.56
36,125,89,214,Ac,6433.272,7715.8874,-4261.65966796875,6906.4
34,124,90,214,Th,10694.932,7692.3173,-8764.962890625,11481.48
32,123,91,214,Pa,19459.895,7647.7037,0.0,20891.055
55,135,80,215,Hg,17110.0,7701.0,7079.0,18368.0
53,134,81,215,Tl,10030.0,7730.0,5688.0,10768.0
51,133,82,215,Pb,4342.245,7752.7381,2712.972900390625,4661.591
49,132,83,215,Bi,1629.272,7761.7177,2171.04248046875,1749.095
47,131,84,215,Po,-541.771,7768.1768,714.8128051757812,999418.385
45,130,85,215,At,-1256.583,7767.8627,-87.59349822998047,998651.002
43,129,86,215,Rn,-1168.99,7763.8164,-1487.12744140625,998745.037
41,128,87,215,Fr,318.137,7753.2607,-2213.857421875,341.534
39,127,88,215,Ra,2531.995,7739.3249,-3498.555419921875,2718.208
37,126,89,215,Ac,6030.55,7719.4137,-4890.88330078125,6474.061
35,125,90,215,Th,10921.434,7693.0266,-6883.103515625,11724.64
33,124,91,215,Pa,17804.537,7657.3733,-7084.77490234375,19113.955
31,123,92,215,U,24889.312,7620.7821,0.0,26719.774
56,136,80,216,Hg,20920.0,7685.0,6050.0,22459.0
54,135,81,216,Tl,14870.0,7709.0,7361.0,15964.0
52,134,82,216,Pb,7510.0,7740.0,1636.0,8062.0
50,133,83,216,Bi,5873.988,7743.4996,4091.652099609375,6305.985
48,132,84,216,Po,1782.336,7758.8205,-474.34228515625,1913.416
46,131,85,216,At,2256.678,7753.0024,2003.36572265625,2422.643
44,130,86,216,Rn,253.312,7758.6553,-2717.709716796875,271.942
42,129,87,216,Fr,2971.022,7742.4513,-320.444091796875,3189.523
40,128,88,216,Ra,3291.466,7737.3458,-4858.27001953125,3533.534
38,127,89,216,Ac,8149.736,7711.2319,-2148.800537109375,8749.101
36,126,90,216,Th,10298.537,7697.6617,-7525.26171875,11055.933
34,125,91,216,Pa,17823.799,7659.2006,-5242.630859375,19134.633
32,124,92,216,U,23066.429,7631.3072,0.0,24762.829
55,136,81,217,Tl,18660.0,7693.0,6399.0,20032.0
53,135,82,217,Pb,12260.0,7719.0,3530.0,13162.0
51,134,83,217,Bi,8729.963,7731.8491,2846.51025390625,9372.0
49,133,84,217,Po,5883.452,7741.3614,1488.854248046875,6316.145
47,132,85,217,At,4394.598,7744.6172,736.031982421875,4717.794
45,131,86,217,Rn,3658.566,7744.4037,-656.0966796875,3927.632
43,130,87,217,Fr,4314.663,7737.775,-1574.8729248046875,4631.98
41,129,88,217,Ra,5889.536,7726.9122,-2812.785400390625,6322.676
39,128,89,217,Ac,8702.321,7710.3448,-3503.458984375,9342.325
37,127,90,217,Th,12205.78,7690.5945,-4848.9677734375,13103.443
35,126,91,217,Pa,17054.748,7664.6438,-5916.0,18309.024
33,125,92,217,U,22971.0,7634.0,0.0,24660.0
56,137,81,218,Tl,23710.0,7672.0,8081.0,25454.0
54,136,82,218,Pb,15630.0,7705.0,2414.0,16779.0
52,135,83,218,Bi,13216.038,7712.828,4859.38671875,14188.0
50,134,84,218,Po,8356.652,7731.53,256.43341064453125,8971.234
48,133,85,218,At,8100.218,7729.1175,2882.8046875,8695.941
46,132,86,218,Rn,5217.413,7738.7527,-1842.0267333984375,5601.123
44,131,87,218,Fr,7059.44,7726.7143,413.8837890625,7578.62
42,130,88,218,Ra,6645.556,7725.0241,-4205.28857421875,7134.297
40,129,89,218,Ac,10850.845,7702.145,-1515.90185546875,11648.86
38,128,90,218,Th,12366.747,7691.6026,-6282.8212890625,13276.248
36,127,91,218,Pa,18649.568,7659.1935,-3245.0869140625,20021.133
34,126,92,218,U,21894.655,7640.7191,0.0,23504.877
55,137,82,219,Pb,20620.0,7684.0,4300.0,22136.0
53,136,83,219,Bi,16320.0,7700.0,3638.0,17520.0
51,135,84,219,Po,12681.361,7713.334,2285.339599609375,13614.0
49,134,85,219,At,10396.021,7720.197,1566.683837890625,11160.587
47,133,86,219,Rn,8829.337,7723.7784,212.39840698242188,9478.683
45,132,87,219,Fr,8616.939,7721.1759,-776.9136962890625,9250.664
43,131,88,219,Ra,9393.853,7714.056,-2175.700439453125,10084.715
41,130,89,219,Ac,11569.553,7700.5489,-2893.226806640625,12420.425
39,129,90,219,Th,14462.78,7683.7655,-4120.443359375,15526.432
37,128,91,219,Pa,18583.223,7661.3783,-4712.72998046875,19949.909
35,127,92,219,U,23295.953,7636.2867,-6140.99755859375,25009.233
33,126,93,219,Np,29436.951,7604.6732,0.0,31601.865
56,138,82,220,Pb,24130.0,7670.0,3171.0,25905.0
54,137,83,220,Bi,20960.0,7681.0,5696.0,22501.0
52,136,84,220,Po,15263.462,7703.2244,887.7139282226562,16386.0
50,135,85,220,At,14375.748,7703.7033,3763.7548828125,15433.0
48,134,86,220,Rn,10611.994,7717.2552,-870.33837890625,11392.443
46,133,87,220,Fr,11482.332,7709.743,1210.2406005859375,12326.789
44,132,88,220,Ra,10272.091,7711.6879,-3471.6640625,11027.542
42,131,89,220,Ac,13743.755,7692.3515,-945.782470703125,14754.527
40,130,90,220,Th,14689.538,7684.4964,-5588.859375,15769.866
38,129,91,220,Pa,20278.397,7655.5364,-2735.0,21769.753
36,128,92,220,U,23013.0,7640.0,-7462.0,24706.0
34,127,93,220,Np,30475.022,7602.0758,0.0,32716.28
55,138,83,221,Bi,24200.0,7668.0,4426.0,25980.0
53,137,84,221,Po,19773.757,7684.4814,2991.027587890625,21228.0
51,136,85,221,At,16782.729,7694.4754,2311.375,18017.0
49,135,86,221,Rn,14471.354,7701.3941,1194.1031494140625,15535.637
47,134,87,221,Fr,13277.251,7703.2572,313.3741149902344,14253.714
45,133,88,221,Ra,12963.877,7701.1352,-1567.1715087890625,13917.293
43,132,89,221,Ac,14531.048,7690.5039,-2408.877197265625,15599.721
41,131,90,221,Th,16939.926,7676.064,-3435.01123046875,18185.757
39,130,91,221,Pa,20374.937,7656.9809,-4145.05908203125,21873.393
37,129,92,221,U,24519.996,7634.6849,-5390.0,26323.297
35,128,93,221,Np,29910.0,7607.0,-6019.0,32110.0
33,127,94,221,Pu,35930.0,7576.0,0.0,38572.0
56,139,83,222,Bi,28950.0,7648.0,6464.0,31079.0
54,138,84,222,Po,22486.268,7674.0054,1533.2392578125,24140.0
52,137,85,222,At,20953.028,7677.3878,4581.0712890625,22494.0
50,136,86,222,Rn,16371.957,7694.4991,-6.146100044250488,17576.017
48,135,87,222,Fr,16378.103,7690.9474,2057.89794921875,17582.615
46,134,88,222,Ra,14320.205,7696.6931,-2301.59228515625,15373.371
44,133,89,222,Ac,16621.797,7682.8015,-581.2415161132812,17844.232
42,132,90,222,Th,17203.039,7676.6592,-4861.32177734375,18468.22
40,131,91,222,Pa,22064.361,7651.2373,-2208.472900390625,23687.064
38,130,92,222,U,24272.834,7637.7651,-7001.80712890625,26057.957
36,129,93,222,Np,31274.641,7602.7013,-3785.0,33574.706
34,128,94,222,Pu,35060.0,7582.0,0.0,37638.0
57,140,83,223,Bi,32240.0,7636.0,5161.0,34611.0
55,139,84,223,Po,27079.0,7655.0,3651.0,29070.0
53,138,85,223,At,23428.008,7668.0557,3038.269775390625,25151.0
51,137,86,223,Rn,20389.738,7678.172,2007.4090576171875,21889.283
49,136,87,223,Fr,18382.329,7683.6655,1149.0843505859375,19734.241
47,135,88,223,Ra,17233.245,7685.3101,-591.8098754882812,18500.648
45,134,89,223,Ac,17825.055,7679.1479,-1560.3470458984375,19135.982
43,133,90,223,Th,19385.402,7668.6426,-2952.21240234375,20811.083
41,132,91,223,Pa,22337.614,7651.8957,-3707.663818359375,23980.414
39,131,92,223,U,26045.278,7631.7611,-4613.3046875,27960.754
37,130,93,223,Np,30658.583,7607.5654,-5462.0,32913.34
35,129,94,223,Pu,36121.0,7580.0,-6579.0,38777.0
33,128,95,223,Am,42700.0,7547.0,0.0,45840.0
58,141,83,224,Bi,37070.0,7616.0,7159.0,39796.0
56,140,84,224,Po,29910.0,7644.0,2199.0,32110.0
54,139,85,224,At,27711.018,7650.7354,5265.919921875,29749.0
52,138,86,224,Rn,22445.098,7670.7514,696.4840087890625,24095.803
50,137,87,224,Fr,21748.614,7670.368,2922.781982421875,23348.096
48,136,88,224,Ra,18825.832,7679.9236,-1408.315185546875,20210.361
46,135,89,224,Ac,20234.148,7670.1438,238.56719970703125,21722.249
44,134,90,224,Th,19995.581,7667.7162,-3866.7705078125,21466.137
42,133,91,224,Pa,23862.351,7646.9612,-1880.33935546875,25617.286
40,132,92,224,U,25742.69,7635.0742,-6289.55712890625,27635.913
38,131,93,224,Np,32032.248,7603.5032,-3248.0,34388.03
36,130,94,224,Pu,35280.0,7586.0,-7980.0,37875.0
34,129,95,224,Am,43260.0,7546.0,0.0,46442.0
57,141,84,225,Po,34580.0,7626.0,4280.0,37123.0
55,140,85,225,At,30300.0,7641.0,3765.0,32528.0
53,139,86,225,Rn,26534.143,7654.3581,2713.541259765625,28485.572
51,138,87,225,Fr,23820.602,7662.9412,1827.558349609375,25572.466
49,137,88,225,Ra,21993.044,7667.5866,355.73858642578125,23610.502
47,136,89,225,Ac,21637.305,7665.6906,-672.8878173828125,23228.601
45,135,90,225,Th,22310.193,7659.2229,-2046.447265625,23950.975
43,134,91,225,Pa,24356.64,7646.6504,-3015.361083984375,26147.927
41,133,92,225,U,27372.001,7629.7717,-4246.0966796875,29385.05
39,132,93,225,Np,31618.098,7607.4231,-4682.0,33943.422
37,131,94,225,Pu,36300.0,7583.0,-6090.0,38970.0
35,130,95,225,Am,42390.0,7553.0,0.0,45508.0
58,142,84,226,Po,37549.0,7614.0,2889.0,40310.0
56,141,85,226,At,34660.0,7624.0,5913.0,37209.0
54,140,86,226,Rn,28747.194,7646.4108,1226.6541748046875,30861.38
52,139,87,226,Fr,27520.539,7648.3768,3852.9638671875,29544.512
50,138,88,226,Ra,23667.576,7661.9636,-641.6251831054688,25408.186
48,137,89,226,Ac,24309.201,7655.6628,1111.5517578125,26096.999
46,136,90,226,Th,23197.649,7657.1195,-2835.950439453125,24903.699
44,135,91,226,Pa,26033.6,7641.1093,-1295.19775390625,27948.217
42,134,92,226,U,27328.797,7631.9166,-5488.0791015625,29338.669
40,133,93,226,Np,32816.877,7604.1714,-2813.0,35230.364
38,132,94,226,Pu,35630.0,7588.0,-7340.0,38250.0
36,131,95,226,Am,42970.0,7552.0,0.0,46130.0
59,143,84,227,Po,42281.0,7596.0,4850.0,45390.0
57,142,85,227,At,37430.0,7613.0,4544.0,40183.0
55,141,86,227,Rn,32885.835,7630.0508,3203.389404296875,35304.393
53,140,87,227,Fr,29682.445,7640.7162,2504.981201171875,31865.413
51,139,88,227,Ra,27177.464,7648.3048,1327.9488525390625,29176.205
49,138,89,227,Ac,25849.515,7650.7084,44.75590133666992,27750.594
47,137,90,227,Th,25804.759,7647.4591,-1025.6116943359375,27702.546
45,136,91,227,Pa,26830.371,7639.4945,-2214.662841796875,28803.586
43,135,92,227,U,29045.034,7626.2918,-3533.98486328125,31181.124
41,134,93,227,Np,32579.018,7607.2771,-4191.0,34975.012
39,133,94,227,Pu,36770.0,7585.0,-5410.0,39474.0
37,132,95,227,Am,42180.0,7558.0,0.0,45282.0
58,143,85,228,At,41880.0,7596.0,6637.0,44960.0
56,142,86,228,Rn,35243.466,7621.6457,1859.2451171875,37835.415
54,141,87,228,Fr,33384.221,7626.3689,4444.02685546875,35839.433
52,140,88,228,Ra,28940.194,7642.4289,45.540199279785156,31068.574
50,139,89,228,Ac,28894.654,7639.1973,2123.75439453125,31019.685
48,138,90,228,Th,26770.899,7645.0807,-2152.69921875,28739.741
46,137,91,228,Pa,28923.599,7632.2076,-296.4020080566406,31050.758
44,136,92,228,U,29220.001,7627.4763,-4605.0,31368.959
42,135,93,228,Np,33825.0,7604.0,-2283.0,36313.0
40,134,94,228,Pu,36107.809,7590.4039,-6742.0,38763.325
38,133,95,228,Am,42850.0,7557.0,0.0,46001.0
59,144,85,229,At,44890.0,7585.0,5527.0,48191.0
